Vernier Format 2
Rocket Engine Force 4/15/2020 11:34:26 .
A8-3 Engine
Time	Force
t	Force
s	N
3.48	0.49643183747
3.5	0.49643183747
3.52	0.706482474576
3.54	0.977088250307
3.56	0.977088250307
3.58	0.765145265119
3.6	0.49643183747
3.62	0.466154268157
3.64	0.645927335951
3.66	0.886255542369
3.68	0.977088250307
3.7	0.855977973057
3.72	0.585372197325
3.74	0.49643183747
3.76	0.615649766638
3.78	0.855977973057
3.8	0.977088250307
3.82	0.886255542369
3.84	0.615649766638
3.86	0.466154268157
3.88	0.555094628013
3.9	0.765145265119
3.92	0.946810680995
3.94	0.916533111682
3.96	0.706482474576
3.98	0.49643183747
4	0.5248170587
4.02	0.736760043888
4.04	0.916533111682
4.06	0.916533111682
4.08	0.736760043888
4.1	0.49643183747
4.12	0.49643183747
4.14	0.706482474576
4.16	0.886255542369
4.18	0.946810680995
4.2	0.765145265119
4.22	0.5248170587
4.24	0.49643183747
4.26	0.645927335951
4.28	0.855977973057
4.3	0.946810680995
4.32	0.825700403744
4.34	0.615649766638
4.36	0.49643183747
4.38	0.615649766638
4.4	0.825700403744
4.42	0.946810680995
4.44	0.825700403744
4.46	0.645927335951
4.48	0.49643183747
4.5	0.555094628013
4.52	0.765145265119
4.54	0.916533111682
4.56	0.855977973057
4.58	0.676204905263
4.6	0.49643183747
4.62	0.5248170587
4.64	0.736760043888
4.66	0.886255542369
4.68	0.886255542369
4.7	0.736760043888
4.72	0.5248170587
4.74	0.5248170587
4.76	0.676204905263
4.78	0.886255542369
4.8	0.916533111682
4.82	0.765145265119
4.84	0.585372197325
4.86	0.5248170587
4.88	0.645927335951
4.9	0.855977973057
4.92	0.886255542369
4.94	0.795422834432
4.96	0.585372197325
4.98	0.5248170587
5	0.615649766638
5.02	0.795422834432
5.04	0.946810680995
5.06	0.795422834432
5.08	0.615649766638
5.1	0.49643183747
5.12	0.585372197325
5.14	0.765145265119
5.16	0.886255542369
5.18	0.855977973057
5.2	0.645927335951
5.22	0.5248170587
5.24	0.555094628013
5.26	0.736760043888
5.28	0.886255542369
5.3	0.886255542369
5.32	0.706482474576
5.34	0.555094628013
5.36	0.5248170587
5.38	0.706482474576
5.4	0.855977973057
5.42	0.886255542369
5.44	0.736760043888
5.46	0.555094628013
5.48	0.555094628013
5.5	0.645927335951
5.52	0.825700403744
5.54	0.886255542369
5.56	0.765145265119
5.58	0.585372197325
5.6	0.5248170587
5.62	0.645927335951
5.64	0.795422834432
5.66	0.886255542369
5.68	0.765145265119
5.7	0.615649766638
5.72	0.5248170587
5.74	0.615649766638
5.76	0.765145265119
5.78	0.855977973057
5.8	0.795422834432
5.82	0.645927335951
5.84	0.5248170587
5.86	0.585372197325
5.88	0.736760043888
5.9	0.886255542369
5.92	0.825700403744
5.94	0.676204905263
5.96	0.555094628013
5.98	0.555094628013
6	0.706482474576
6.02	0.855977973057
6.04	0.825700403744
6.06	0.676204905263
6.08	-2.11879321191
6.1	-0.947429749125
6.12	-0.254830351099
6.14	0.375321560219
6.16	0.977088250307
6.18	1.24769402604
6.2	0.977088250307
6.22	0.5248170587
6.24	0.284488852281
6.26	0.5248170587
6.28	0.946810680995
6.3	1.09630617948
6.32	0.946810680995
6.34	0.555094628013
6.36	0.375321560219
6.38	0.585372197325
6.4	0.946810680995
6.42	1.12658374879
6.44	0.916533111682
6.46	0.466154268157
6.48	0.314766421594
6.5	0.49643183747
6.52	0.916533111682
6.54	1.21741645673
6.56	1.00736581962
6.58	0.555094628013
6.6	0.314766421594
6.62	0.49643183747
6.64	0.825700403744
6.66	1.06602861016
6.68	0.977088250307
6.7	0.676204905263
6.72	0.345043990907
6.74	0.405599129532
6.76	0.795422834432
6.78	1.09630617948
6.8	1.00736581962
6.82	0.706482474576
6.84	0.375321560219
6.86	0.375321560219
6.88	0.706482474576
6.9	1.00736581962
6.92	1.00736581962
6.94	0.706482474576
6.96	0.435876698844
6.98	0.405599129532
7	0.706482474576
7.02	0.977088250307
7.04	1.00736581962
7.06	0.765145265119
7.08	0.435876698844
7.1	0.375321560219
7.12	0.615649766638
7.14	0.946810680995
7.16	1.00736581962
7.18	0.825700403744
7.2	0.49643183747
7.22	0.405599129532
7.24	0.585372197325
7.26	0.916533111682
7.28	1.00736581962
7.3	0.825700403744
7.32	0.49643183747
7.34	0.375321560219
7.36	0.5248170587
7.38	0.855977973057
7.4	1.03575104085
7.42	0.916533111682
7.44	0.555094628013
