Vernier Format 2
Rocket Engine Force 4/15/2020 11:34:26 
B6-2 Engine
Time	Force
t	Force
s	N
3.42	0.765145265119
3.44	0.706482474576
3.46	0.615649766638
3.48	0.585372197325
3.5	0.615649766638
3.52	0.706482474576
3.54	0.736760043888
3.56	0.676204905263
3.58	0.615649766638
3.6	0.615649766638
3.62	0.645927335951
3.64	0.736760043888
3.66	0.765145265119
3.68	0.706482474576
3.7	0.615649766638
3.72	0.585372197325
3.74	0.615649766638
3.76	0.706482474576
3.78	0.736760043888
3.8	0.706482474576
3.82	0.615649766638
3.84	0.405599129532
3.86	0.585372197325
3.88	-3.77081308753
3.9	-1.60785922976
3.92	-0.707101542706
3.94	0.0441606458626
3.96	0.916533111682
3.98	1.42746709383
4	1.24769402604
4.02	0.615649766638
4.04	0.104715784488
4.06	0.225826061738
4.08	0.706482474576
4.1	1.12658374879
4.12	1.12658374879
4.14	0.615649766638
4.16	0.256103631051
4.18	0.284488852281
4.2	0.706482474576
4.22	1.09630617948
4.24	1.00736581962
4.26	0.615649766638
4.28	0.256103631051
4.3	0.375321560219
4.32	0.795422834432
4.34	1.12658374879
4.36	1.06602861016
4.38	0.615649766638
4.4	0.225826061738
4.42	0.256103631051
4.44	0.645927335951
4.46	1.09630617948
4.48	1.18713888741
4.5	0.736760043888
4.52	0.256103631051
4.54	0.225826061738
4.56	0.615649766638
4.58	0.977088250307
4.6	1.09630617948
4.62	0.825700403744
4.64	0.345043990907
4.66	0.165270923113
4.68	0.5248170587
4.7	0.977088250307
4.72	1.09630617948
4.74	0.825700403744
4.76	0.405599129532
4.78	0.225826061738
4.8	0.435876698844
4.82	0.886255542369
4.84	1.09630617948
4.86	0.886255542369
4.88	0.466154268157
4.9	0.256103631051
4.92	0.466154268157
4.94	0.886255542369
4.96	1.09630617948
4.98	0.886255542369
5	0.49643183747
5.02	0.256103631051
5.04	0.375321560219
5.06	0.765145265119
5.08	1.06602861016
5.1	0.946810680995
5.12	0.585372197325
5.14	0.284488852281
5.16	0.375321560219
5.18	0.765145265119
5.2	1.03575104085
5.22	0.946810680995
5.24	0.615649766638
5.26	0.314766421594
5.28	0.314766421594
5.3	0.645927335951
5.32	0.977088250307
5.34	0.977088250307
5.36	0.645927335951
5.38	0.314766421594
5.4	0.345043990907
5.42	0.645927335951
5.44	1.00736581962
5.46	1.03575104085
5.48	0.706482474576
5.5	0.375321560219
5.52	0.314766421594
